Team,Location,Against,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,WinsLosses
NYK,Home,NOP,240,114,41,91,45.1,12,33,36.4,20,27,74.1,12,34,46,22,9,10,9,26,W
NYK,Away,BOS,240,117,44,89,49.4,15,30,50,14,17,82.4,9,40,49,25,3,11,17,24,W
NYK,Home,POR,240,114,42,83,50.6,13,29,44.8,17,22,77.3,10,32,42,22,8,5,15,15,L
NYK,Away,ORL,240,117,40,87,46,8,24,33.3,29,35,82.9,17,25,42,12,7,2,14,26,L
NYK,Away,NOP,240,124,48,98,49,11,34,32.4,17,24,70.8,12,32,44,15,10,6,13,31,L
NYK,Away,OKC,240,103,39,88,44.3,7,26,26.9,18,23,78.3,9,27,36,18,8,8,18,17,L
NYK,Home,ORL,240,89,31,88,35.2,5,28,17.9,22,30,73.3,13,41,54,13,4,15,19,21,L
NYK,Away,TOR,240,112,44,96,45.8,6,22,27.3,18,22,81.8,16,31,47,18,12,6,14,26,L
NYK,Away,ATL,240,112,34,77,44.2,11,30,36.7,33,47,70.2,11,37,48,15,8,7,18,30,W
NYK,Home,CHI,290,115,41,106,38.7,7,26,26.9,26,29,89.7,21,41,62,20,7,6,18,27,L
NYK,Away,WAS,240,95,39,93,41.9,5,27,18.5,12,16,75,15,36,51,19,5,5,20,28,L
NYK,Away,DAL,240,118,46,84,54.8,7,29,24.1,19,26,73.1,10,30,40,26,13,4,12,24,W
NYK,Home,IND,240,101,34,79,43,12,25,48,21,24,87.5,9,26,35,18,6,6,17,19,L
NYK,Home,BKN,240,115,45,92,48.9,9,24,37.5,16,18,88.9,16,37,53,21,5,3,16,21,W
NYK,Home,GSW,240,100,39,90,43.3,13,39,33.3,9,12,75,11,29,40,17,6,1,20,18,L
NYK,Away,MIA,240,87,33,91,36.3,12,33,36.4,9,14,64.3,10,35,45,20,5,3,12,23,L
NYK,Away,MIL,240,113,45,99,45.5,10,29,34.5,13,15,86.7,11,32,43,22,6,2,12,21,L
NYK,Home,BOS,240,101,36,87,41.4,12,35,34.3,17,27,63,11,35,46,23,8,1,16,25,L
NYK,Away,BKN,240,105,39,97,40.2,9,28,32.1,18,20,90,12,24,36,14,10,1,3,19,L
NYK,Home,ATL,240,126,45,99,45.5,12,33,36.4,24,31,77.4,10,36,46,21,12,6,16,23,W
NYK,Home,DET,240,89,31,77,40.3,9,30,30,18,25,72,4,29,33,23,7,5,11,17,L
NYK,Away,CHI,240,96,37,93,39.8,14,40,35,8,13,61.5,11,50,61,17,0,10,9,16,W
NYK,Home,WAS,240,113,41,80,51.3,17,34,50,14,19,73.7,7,36,43,24,5,9,15,14,W
NYK,Away,HOU,240,96,37,82,45.1,6,27,22.2,16,27,59.3,5,48,53,22,3,6,16,17,L
NYK,Away,ORL,240,100,38,85,44.7,6,27,22.2,18,21,85.7,8,31,39,21,10,5,12,18,L
NYK,Home,CHI,240,113,37,74,50,18,38,47.4,21,25,84,6,38,44,24,2,9,17,18,W
NYK,Home,MIA,240,92,31,77,40.3,9,38,23.7,21,25,84,8,34,42,20,10,7,20,16,L
NYK,Home,TOR,240,92,31,85,36.5,6,26,23.1,24,32,75,14,40,54,16,3,5,17,22,L
NYK,Home,LAC,240,113,41,86,47.7,9,33,27.3,22,25,88,13,31,44,22,5,7,15,24,L
NYK,Home,DEN,240,93,34,90,37.8,9,32,28.1,16,21,76.2,8,37,45,20,3,5,7,15,L
NYK,Home,UTA,240,116,45,86,52.3,13,31,41.9,13,21,61.9,8,32,40,23,6,6,14,21,L
NYK,Away,TOR,240,92,28,85,32.9,8,35,22.9,28,32,87.5,7,29,36,16,8,4,14,18,L
NYK,Home,LAL,240,124,44,76,57.9,12,26,46.2,24,29,82.8,10,35,45,24,4,5,24,26,W
NYK,Away,SAS,240,83,35,86,40.7,8,20,40,5,9,55.6,9,32,41,21,6,4,16,13,L
NYK,Away,IND,240,98,35,80,43.8,13,28,46.4,15,18,83.3,8,40,48,22,4,5,19,23,L
NYK,Away,MIN,240,92,37,86,43,10,25,40,8,14,57.1,10,33,43,20,5,8,19,14,L
NYK,Home,SAC,240,94,35,94,37.2,10,35,28.6,14,21,66.7,13,45,58,16,3,5,10,20,L
NYK,Away,PHX,240,96,35,77,45.5,6,15,40,20,25,80,8,38,46,17,6,7,22,23,L
NYK,Away,SAC,240,108,39,85,45.9,12,29,41.4,18,28,64.3,10,38,48,17,8,5,18,25,L
NYK,Away,LAC,240,107,35,88,39.8,11,29,37.9,26,34,76.5,9,37,46,23,9,9,13,19,L
NYK,Home,CLE,240,118,46,95,48.4,11,32,34.4,15,23,65.2,14,26,40,26,4,3,10,28,L
NYK,Home,ORL,240,108,38,89,42.7,7,24,29.2,25,32,78.1,14,37,51,17,11,7,10,15,W
NYK,Home,SAS,240,130,50,98,51,16,37,43.2,14,19,73.7,12,37,49,25,3,7,7,27,W
NYK,Home,MIN,240,104,37,86,43,11,29,37.9,19,24,79.2,8,39,47,15,9,8,23,22,L
NYK,Away,ATL,240,106,38,84,45.2,12,31,38.7,18,26,69.2,11,41,52,21,9,9,14,22,W
NYK,Home,PHI,240,111,40,100,40,9,29,31,22,27,81.5,14,29,43,27,8,4,12,27,L
NYK,Away,CLE,240,104,42,92,45.7,7,26,26.9,13,20,65,10,36,46,21,8,9,10,17,L
NYK,Home,TOR,240,99,39,94,41.5,10,25,40,11,19,57.9,15,42,57,22,9,4,15,26,L
NYK,Away,DET,240,103,35,78,44.9,7,22,31.8,26,41,63.4,10,29,39,22,6,5,13,23,L
NYK,Home,DET,240,92,36,90,40,9,33,27.3,11,15,73.3,13,31,44,17,5,4,11,23,L
NYK,Home,MEM,240,84,28,74,37.8,12,40,30,16,22,72.7,6,39,45,20,4,6,15,16,L
NYK,Home,BOS,240,99,39,86,45.3,9,31,29,12,12,100,8,40,48,21,2,2,18,15,L
NYK,Home,DAL,240,90,32,78,41,6,26,23.1,20,28,71.4,5,29,34,16,10,5,12,15,L
NYK,Away,CHA,240,92,34,85,40,7,23,30.4,17,26,65.4,8,38,46,19,6,6,10,15,L
NYK,Home,MIA,240,97,36,84,42.9,7,26,26.9,18,24,75,7,31,38,22,13,3,11,20,L
NYK,Away,BKN,240,99,37,87,42.5,8,31,25.8,17,26,65.4,6,27,33,17,12,11,8,31,L
NYK,Home,HOU,240,110,37,81,45.7,11,30,36.7,25,30,83.3,10,38,48,15,5,7,19,23,L
NYK,Home,OKC,240,109,39,87,44.8,7,23,30.4,24,32,75,11,25,36,25,8,3,12,23,L
NYK,Away,WAS,240,100,39,87,44.8,12,29,41.4,10,12,83.3,6,36,42,15,6,3,16,16,L
NYK,Home,PHI,240,105,37,86,43,10,31,32.3,21,30,70,7,27,34,24,8,5,10,21,L
NYK,Home,IND,240,106,39,88,44.3,14,39,35.9,14,16,87.5,8,29,37,22,8,5,17,18,L
NYK,Away,GSW,240,95,35,88,39.8,6,24,25,19,21,90.5,9,30,39,13,11,1,17,12,L
NYK,Away,POR,240,101,36,89,40.4,7,23,30.4,22,27,81.5,14,34,48,18,9,2,11,19,L
NYK,Away,LAL,240,119,37,99,37.4,11,37,29.7,34,41,82.9,13,43,56,20,12,4,6,20,W
NYK,Away,DEN,240,108,42,93,45.2,11,27,40.7,13,18,72.2,15,28,43,28,4,3,9,21,L
NOP,Home,MIN,240,123,45,87,51.7,14,25,56,19,21,90.5,11,33,44,28,3,2,15,21,W
NOP,Home,HOU,240,104,41,92,44.6,9,28,32.1,13,17,76.5,8,37,45,25,7,5,15,23,L
NOP,Home,DAL,240,114,44,96,45.8,4,23,17.4,22,27,81.5,20,29,49,22,7,4,11,28,W
NOP,Away,DAL,240,119,42,90,46.7,12,27,44.4,23,30,76.7,7,32,39,25,4,2,10,27,L
NOP,Away,SAC,240,117,44,94,46.8,6,26,23.1,23,28,82.1,12,46,58,26,6,9,13,29,L
NOP,Away,LAL,240,104,44,102,43.1,8,27,29.6,8,16,50,14,39,53,27,8,6,13,24,L
NOP,Away,MIL,240,115,43,92,46.7,19,42,45.2,10,15,66.7,7,34,41,28,6,7,15,22,L
NOP,Home,MIA,240,96,35,86,40.7,13,36,36.1,13,17,76.5,11,27,38,26,12,5,11,22,L
NOP,Home,OKC,240,118,45,97,46.4,4,18,22.2,24,30,80,17,39,56,29,14,3,18,27,W
NOP,Away,BOS,240,100,39,87,44.8,8,26,30.8,14,19,73.7,6,33,39,28,11,1,13,19,L
NOP,Away,DET,240,116,42,79,53.2,12,30,40,20,23,87,8,39,47,27,5,8,18,19,W
NOP,Away,MEM,240,103,38,84,45.2,7,29,24.1,20,24,83.3,10,32,42,25,5,5,18,25,L
NOP,Home,DAL,240,132,51,92,55.4,17,29,58.6,13,20,65,5,41,46,36,12,6,12,15,W
NOP,Home,LAC,240,126,49,92,53.3,13,34,38.2,15,22,68.2,10,25,35,32,10,5,7,24,L
NOP,Away,CHA,240,119,44,86,51.2,11,32,34.4,20,24,83.3,9,41,50,30,6,5,18,25,W
NOP,Away,MIA,240,101,35,82,42.7,6,28,21.4,25,29,86.2,11,35,46,25,4,8,16,22,L
NOP,Home,WAS,240,125,46,95,48.4,11,36,30.6,22,28,78.6,17,47,64,24,10,5,20,20,W
NOP,Home,BOS,240,107,34,77,44.2,12,32,37.5,27,29,93.1,9,31,40,21,8,5,22,20,L
NOP,Away,WAS,240,114,43,90,47.8,11,31,35.5,17,21,81,7,36,43,23,10,3,16,21,L
NOP,Away,NYK,240,109,40,101,39.6,7,28,25,22,29,75.9,20,35,55,26,5,5,14,22,L
NOP,Away,PHI,240,120,42,98,42.9,11,30,36.7,25,33,75.8,20,34,54,24,8,8,15,21,L
NOP,Home,SAS,240,140,59,102,57.8,10,26,38.5,12,14,85.7,14,28,42,34,10,5,11,23,W
NOP,Home,DEN,240,125,42,87,48.3,10,25,40,31,34,91.2,10,36,46,29,6,8,11,18,W
NOP,Home,NYK,240,129,48,99,48.5,10,34,29.4,23,32,71.9,11,43,54,27,5,5,15,25,W
NOP,Away,MIN,240,100,40,94,42.6,9,28,32.1,11,18,61.1,10,36,46,25,7,6,18,21,L
NOP,Away,TOR,240,126,54,99,54.5,10,27,37,8,13,61.5,14,40,54,30,2,4,13,20,W
NOP,Home,PHX,240,119,42,86,48.8,11,25,44,24,29,82.8,16,38,54,28,7,7,18,18,W
NOP,Home,CHI,240,107,42,94,44.7,11,30,36.7,12,17,70.6,11,44,55,32,5,10,15,18,W
NOP,Away,OKC,240,116,41,84,48.8,9,29,31,25,30,83.3,11,34,45,27,8,5,21,26,L
NOP,Away,SAS,240,95,36,77,46.8,6,21,28.6,17,30,56.7,6,42,48,22,3,8,16,21,L
NOP,Away,POR,240,119,40,94,42.6,8,29,27.6,31,37,83.8,14,30,44,23,7,3,13,24,L
NOP,Away,GSW,240,121,44,92,47.8,12,35,34.3,21,27,77.8,12,30,42,24,8,2,16,26,L
NOP,Away,DEN,240,111,43,82,52.4,11,24,45.8,14,20,70,7,37,44,28,8,5,22,25,L
NOP,Home,UTA,240,111,40,95,42.1,9,34,26.5,22,29,75.9,11,29,40,22,4,5,16,32,L
NOP,Home,BKN,240,117,44,98,44.9,9,23,39.1,20,26,76.9,15,31,46,23,11,11,11,20,W
NOP,Home,LAC,240,116,40,93,43,6,24,25,30,40,75,12,36,48,22,12,8,8,24,W
NOP,Home,SAC,240,149,56,95,58.9,16,31,51.6,21,33,63.6,12,40,52,35,6,4,16,25,W
NOP,Away,HOU,240,131,52,98,53.1,10,25,40,17,22,77.3,14,40,54,36,8,3,12,25,W
NOP,Home,GSW,240,103,44,99,44.4,9,33,27.3,6,10,60,7,35,42,29,9,1,10,15,L
NOP,Away,SAC,240,133,52,101,51.5,19,42,45.2,10,12,83.3,14,41,55,28,4,11,16,16,W
NOP,Away,PHX,265,126,49,101,48.5,8,23,34.8,20,27,74.1,15,38,53,28,4,4,15,21,L
NOP,Home,CHA,240,109,40,85,47.1,15,41,36.6,14,17,82.4,7,41,48,25,7,4,19,27,L
NOP,Home,LAL,240,102,38,83,45.8,8,31,25.8,18,21,85.7,5,40,45,19,5,1,24,16,L
NOP,Home,SAC,240,121,49,97,50.5,9,28,32.1,14,14,100,8,37,45,27,6,6,12,16,W
NOP,Home,ATL,240,120,39,83,47,12,34,35.3,30,40,75,8,37,45,28,10,6,24,23,L
NOP,Home,HOU,240,90,38,92,41.3,7,28,25,7,10,70,15,29,44,26,9,3,15,9,L
NOP,Away,ORL,240,96,38,102,37.3,10,34,29.4,10,13,76.9,14,35,49,24,9,2,13,15,L
NOP,Away,DAL,265,129,49,104,47.1,12,39,30.8,19,22,86.4,14,41,55,34,7,6,17,28,W
NOP,Home,PHX,265,136,47,102,46.1,15,30,50,27,41,65.9,18,39,57,34,11,4,23,30,L
NOP,Home,POR,240,110,45,94,47.9,8,30,26.7,12,25,48,14,31,45,31,7,6,11,23,L
NOP,Home,MIL,240,113,46,107,43,10,47,21.3,11,16,68.8,13,37,50,27,3,4,15,23,L
NOP,Away,ATL,240,116,45,101,44.6,18,41,43.9,8,8,100,5,37,42,29,6,9,8,17,L
NOP,Home,TOR,240,104,43,105,41,10,39,25.6,8,13,61.5,14,37,51,28,11,0,17,12,L
NOP,Home,UTA,240,104,41,89,46.1,9,24,37.5,13,20,65,7,34,41,17,6,4,18,23,L
NOP,Away,UTA,240,115,46,96,47.9,9,20,45,14,18,77.8,12,32,44,24,12,5,8,20,W
NOP,Away,DEN,240,120,45,92,48.9,12,30,40,18,26,69.2,12,35,47,28,10,4,21,25,W
NOP,Away,PHX,240,130,50,87,57.5,16,27,59.3,14,20,70,10,40,50,34,13,4,25,18,W
NOP,Away,LAL,240,119,46,102,45.1,7,35,20,20,27,74.1,14,38,52,31,6,3,13,27,L
NOP,Home,PHI,240,110,44,104,42.3,5,28,17.9,17,24,70.8,14,40,54,29,15,8,14,19,L
NOP,Home,LAL,240,128,50,96,52.1,15,40,37.5,13,16,81.3,9,32,41,31,14,4,18,21,W
NOP,Away,IND,240,111,43,93,46.2,8,27,29.6,17,30,56.7,14,37,51,25,5,5,17,25,L
NOP,Home,OKC,240,131,50,92,54.3,12,26,46.2,19,24,79.2,13,38,51,35,7,7,15,15,W
NOP,Home,ORL,240,88,36,94,38.3,10,29,34.5,6,8,75,8,34,42,21,5,8,14,16,L
NOP,Away,MEM,240,90,34,86,39.5,6,33,18.2,16,27,59.3,17,35,52,25,6,5,15,22,L
NOP,Home,MIN,240,122,43,91,47.3,9,30,30,27,28,96.4,8,37,45,27,11,7,11,21,W
NOP,Away,CHI,240,125,45,85,52.9,15,35,42.9,20,30,66.7,14,32,46,26,1,6,12,18,W
NOP,Home,IND,240,107,39,90,43.3,9,38,23.7,20,24,83.3,13,42,55,26,6,4,17,19,L
NOP,Away,SAS,240,108,43,96,44.8,10,35,28.6,12,12,100,5,37,42,26,6,4,9,16,L
NOP,Home,DEN,240,99,37,89,41.6,15,36,41.7,10,13,76.9,8,40,48,27,4,4,15,20,L
NOP,Away,HOU,240,121,46,90,51.1,9,31,29,20,25,80,13,42,55,27,8,9,17,17,W
NOP,Home,SAS,240,114,45,96,46.9,7,27,25.9,17,24,70.8,10,31,41,26,6,6,8,18,L
NOP,Away,OKC,240,116,49,101,48.5,10,36,27.8,8,12,66.7,8,34,42,34,7,6,12,16,L
NOP,Home,DET,240,94,42,91,46.2,6,22,27.3,4,9,44.4,8,41,49,20,3,9,12,18,L
NOP,Away,MEM,240,105,39,74,52.7,9,26,34.6,18,26,69.2,7,43,50,19,8,7,19,17,W
NOP,Away,POR,240,112,41,84,48.8,8,25,32,22,27,81.5,7,34,41,23,4,6,12,24,L
NOP,Away,GSW,240,140,47,98,48,19,37,51.4,27,33,81.8,7,42,49,36,6,5,10,23,L
NOP,Away,LAC,240,121,46,105,43.8,8,25,32,21,28,75,15,34,49,28,8,7,7,19,W
NOP,Away,MIN,240,106,40,87,46,5,24,20.8,21,24,87.5,10,38,48,22,7,8,17,20,L
NOP,Home,CLE,240,140,46,84,54.8,12,29,41.4,36,39,92.3,11,33,44,33,7,7,17,21,W
NOP,Home,MEM,240,114,44,79,55.7,6,17,35.3,20,29,69,5,35,40,27,13,4,14,18,W
NOP,Away,CLE,240,133,47,81,58,14,27,51.9,25,29,86.2,10,34,44,29,13,7,15,18,W
NOP,Away,BKN,240,121,46,87,52.9,10,23,43.5,19,27,70.4,10,31,41,19,7,5,12,20,L
MIN,Away,NOP,240,114,43,93,46.2,9,28,32.1,19,23,82.6,12,27,39,29,10,9,7,18,L
MIN,Away,MIA,240,113,38,94,40.4,8,24,33.3,29,36,80.6,17,32,49,24,11,10,11,22,W
MIN,Home,ATL,265,120,44,98,44.9,11,32,34.4,21,38,55.3,16,31,47,28,14,9,14,26,L
MIN,Away,CHI,240,119,46,93,49.5,11,32,34.4,16,19,84.2,12,40,52,26,4,1,12,15,W
MIN,Away,OKC,240,114,41,83,49.4,14,27,51.9,18,27,66.7,6,34,40,25,9,5,17,23,W
MIN,Away,SAS,240,98,33,83,39.8,6,21,28.6,26,31,83.9,9,30,39,19,11,5,12,19,L
MIN,Home,DET,265,123,45,103,43.7,9,33,27.3,24,29,82.8,11,38,49,22,8,4,7,27,L
MIN,Home,SAC,240,132,48,96,50,10,27,37,26,30,86.7,11,47,58,37,10,7,11,24,W
MIN,Away,PHX,240,99,39,96,40.6,7,35,20,14,19,73.7,11,30,41,26,10,4,11,19,L
MIN,Away,SAC,240,130,50,93,53.8,9,22,40.9,21,27,77.8,12,27,39,30,4,4,11,24,L
MIN,Away,GSW,240,108,38,83,45.8,7,25,28,25,31,80.6,9,33,42,28,5,6,16,18,L
MIN,Away,POR,240,105,40,91,44,7,16,43.8,18,22,81.8,10,30,40,25,12,7,12,23,L
MIN,Home,CHA,240,121,48,89,53.9,12,24,50,13,20,65,10,40,50,34,6,11,15,15,W
MIN,Home,HOU,240,103,36,82,43.9,11,22,50,20,28,71.4,13,29,42,22,11,7,14,16,W
MIN,Home,BOS,240,109,37,82,45.1,9,28,32.1,26,32,81.3,9,30,39,19,6,2,16,18,L
MIN,Home,SAS,240,128,50,99,50.5,18,41,43.9,10,15,66.7,13,35,48,33,12,6,9,18,W
MIN,Away,CLE,240,102,40,86,46.5,8,26,30.8,14,19,73.7,8,31,39,18,8,8,9,18,W
MIN,Home,CHI,240,111,42,103,40.8,7,34,20.6,20,23,87,21,38,59,22,7,5,14,23,W
MIN,Away,BKN,240,112,44,92,47.8,9,25,36,15,17,88.2,9,29,38,25,15,4,7,20,W
MIN,Home,DEN,240,101,35,79,44.3,9,32,28.1,22,26,84.6,8,32,40,24,8,3,18,15,L
MIN,Home,MEM,240,87,31,80,38.8,12,29,41.4,13,16,81.3,10,39,49,20,8,3,20,20,L
MIN,Home,POR,240,112,46,92,50,12,28,42.9,8,11,72.7,9,34,43,28,11,4,12,16,W
MIN,Home,NOP,240,107,37,90,41.1,14,32,43.8,19,24,79.2,11,36,47,29,14,6,16,22,W
MIN,Home,BKN,240,120,42,80,52.5,10,23,43.5,26,31,83.9,9,43,52,26,8,6,23,17,W
MIN,Away,SAC,240,110,39,94,41.5,7,25,28,25,31,80.6,15,37,52,20,6,1,17,23,L
MIN,Away,LAL,240,110,41,91,45.1,20,40,50,8,9,88.9,11,29,40,22,10,5,16,17,L
MIN,Away,LAC,240,109,40,85,47.1,5,21,23.8,24,30,80,8,30,38,20,9,8,11,23,L
MIN,Away,POR,240,81,29,93,31.2,7,30,23.3,16,21,76.2,13,25,38,18,9,4,11,21,L
MIN,Away,GSW,240,99,38,101,37.6,13,45,28.9,10,14,71.4,8,31,39,25,8,4,5,16,L
MIN,Home,UTA,240,128,50,86,58.1,12,25,48,16,24,66.7,7,34,41,19,10,8,16,28,W
MIN,Home,LAL,240,124,42,98,42.9,14,29,48.3,26,30,86.7,20,31,51,26,11,12,15,14,W
MIN,Home,MIL,240,95,36,112,32.1,10,43,23.3,13,18,72.2,17,32,49,19,10,6,8,15,L
MIN,Away,TOR,240,105,40,96,41.7,15,30,50,10,16,62.5,16,28,44,25,10,5,16,17,L
MIN,Home,IND,240,101,36,85,42.4,7,33,21.2,22,24,91.7,8,39,47,24,9,12,15,17,W
MIN,Away,DAL,240,136,44,84,52.4,14,27,51.9,34,40,85,6,27,33,23,10,3,17,30,L
MIN,Home,CLE,240,131,44,87,50.6,10,25,40,33,35,94.3,9,31,40,28,9,7,14,21,W
MIN,Away,SAS,240,108,39,91,42.9,6,19,31.6,24,27,88.9,14,32,46,20,9,2,11,27,L
MIN,Away,DEN,240,95,39,91,42.9,13,32,40.6,4,6,66.7,7,34,41,24,6,0,10,22,L
MIN,Home,TOR,240,100,38,91,41.8,13,42,31,11,14,78.6,5,30,35,26,10,9,12,16,L
MIN,Home,OKC,240,126,46,85,54.1,10,23,43.5,24,29,82.8,6,26,32,29,9,5,13,24,L
MIN,Home,MIA,240,111,43,86,50,8,24,33.3,17,21,81,9,34,43,25,10,2,19,18,W
MIN,Away,DAL,240,110,42,86,48.8,10,27,37,16,20,80,5,33,38,26,6,3,10,25,W
MIN,Home,POR,240,122,47,96,49,11,29,37.9,17,19,89.5,10,27,37,29,8,3,9,19,L
MIN,Home,PHI,240,109,39,86,45.3,11,26,42.3,20,25,80,4,32,36,23,6,6,9,15,L
MIN,Home,GSW,265,131,45,103,43.7,14,38,36.8,27,34,79.4,15,44,59,25,7,3,16,24,W
MIN,Home,LAC,240,111,41,94,43.6,9,27,33.3,20,33,60.6,10,33,43,22,13,1,10,18,L
MIN,Away,MEM,240,112,40,83,48.2,12,26,46.2,20,21,95.2,13,36,49,25,7,10,19,20,W
MIN,Away,CHA,240,106,39,88,44.3,10,28,35.7,18,29,62.1,9,40,49,23,6,7,13,21,L
MIN,Home,GSW,240,107,36,89,40.4,9,36,25,26,32,81.3,13,39,52,25,7,0,13,14,L
MIN,Away,HOU,240,102,38,92,41.3,10,32,31.3,16,23,69.6,15,37,52,22,5,4,14,13,L
MIN,Away,UTA,240,100,42,91,46.2,5,24,20.8,11,15,73.3,8,30,38,27,6,2,11,23,L
MIN,Away,DEN,240,107,41,89,46.1,11,30,36.7,14,14,100,12,23,35,24,10,6,15,20,L
MIN,Home,NYK,240,103,42,94,44.7,9,30,30,10,13,76.9,9,31,40,22,13,10,11,16,W
MIN,Home,WAS,265,135,51,114,44.7,12,36,33.3,21,24,87.5,18,37,55,25,9,3,10,17,W
MIN,Away,DET,240,114,41,84,48.8,12,27,44.4,20,21,95.2,6,31,37,25,3,5,13,22,L
MIN,Home,OKC,240,131,47,89,52.8,11,22,50,26,35,74.3,10,42,52,28,6,2,10,24,W
MIN,Away,WAS,240,121,52,99,52.5,4,27,14.8,13,19,68.4,12,34,46,25,3,4,12,24,L
MIN,Away,IND,240,115,42,89,47.2,8,26,30.8,23,34,67.6,21,35,56,16,5,7,18,24,L
MIN,Away,ATL,265,123,44,102,43.1,12,38,31.6,23,33,69.7,9,38,47,29,8,7,7,24,L
MIN,Home,SAC,240,112,42,83,50.6,8,31,25.8,20,28,71.4,7,42,49,23,10,6,22,28,W
MIN,Away,MIL,240,128,50,102,49,12,26,46.2,16,20,80,12,29,41,29,7,2,10,16,L
MIN,Away,NYK,240,115,41,87,47.1,11,24,45.8,22,32,68.8,7,35,42,22,13,8,13,20,W
MIN,Home,HOU,240,121,49,90,54.4,10,20,50,13,17,76.5,13,34,47,31,4,5,10,13,W
MIN,Home,LAC,240,130,47,90,52.2,6,18,33.3,30,36,83.3,16,28,44,28,14,1,13,22,W
MIN,Away,NOP,240,117,46,91,50.5,9,21,42.9,16,22,72.7,10,39,49,22,6,8,16,20,L
MIN,Away,ORL,240,112,46,99,46.5,10,26,38.5,10,12,83.3,16,27,43,23,8,4,12,19,L
MIN,Away,MEM,240,106,39,87,44.8,9,29,31,19,20,95,16,39,55,26,4,4,17,23,L
MIN,Home,DEN,240,106,42,89,47.2,11,34,32.4,11,16,68.8,8,33,41,27,6,4,10,15,L
MIN,Home,MEM,265,99,37,95,38.9,8,35,22.9,17,22,77.3,11,30,41,25,12,3,13,24,W
MIN,Home,UTA,240,111,37,77,48.1,17,36,47.2,20,23,87,5,30,35,22,7,4,16,22,L
MIN,Away,UTA,240,102,38,90,42.2,8,26,30.8,18,21,85.7,12,38,50,20,5,5,15,22,L
MIN,Away,LAL,240,120,44,102,43.1,10,33,30.3,22,25,88,22,33,55,24,8,3,14,15,W
MIN,Away,PHX,240,118,45,103,43.7,15,42,35.7,13,19,68.4,20,44,64,30,7,1,15,18,W
MIN,Home,PHX,240,116,39,91,42.9,6,24,25,32,40,80,12,33,45,22,8,4,17,26,W
MIN,Home,SAS,240,113,37,84,44,7,26,26.9,32,38,84.2,10,34,44,21,5,3,12,28,L
MIN,Away,PHI,240,107,35,90,38.9,8,23,34.8,29,35,82.9,9,25,34,18,10,2,11,19,L
MIN,Home,NOP,240,110,40,93,43,11,39,28.2,19,24,79.2,15,35,50,23,7,5,15,20,W
MIN,Home,DAL,240,115,47,102,46.1,10,24,41.7,11,13,84.6,17,36,53,27,5,10,13,20,L
MIN,Away,OKC,240,119,38,90,42.2,11,31,35.5,32,40,80,15,27,42,25,9,4,10,23,W
MIN,Home,LAL,240,108,41,89,46.1,11,32,34.4,15,21,71.4,8,42,50,24,10,9,14,27,W
MIN,Home,ORL,240,120,47,91,51.6,9,26,34.6,17,23,73.9,10,44,54,29,6,2,11,20,W
MIN,Away,BOS,240,102,40,84,47.6,7,23,30.4,15,21,71.4,8,26,34,24,7,2,15,16,L
MIL,Home,BKN,240,129,47,96,49,21,51,41.2,14,16,87.5,5,34,39,30,6,5,11,22,W
MIL,Home,NYK,240,112,42,93,45.2,11,32,34.4,17,21,81,11,46,57,20,4,11,15,14,W
MIL,Away,NYK,240,109,40,89,44.9,6,32,18.8,23,34,67.6,6,45,51,22,9,8,8,19,W
MIL,Away,MIA,240,87,31,84,36.9,9,43,20.9,16,22,72.7,6,42,48,20,6,9,16,19,L
MIL,Away,BOS,240,120,41,80,51.3,16,40,40,22,28,78.6,11,44,55,26,3,6,21,30,W
MIL,Home,NOP,240,123,43,85,50.6,13,33,39.4,24,30,80,9,39,48,26,11,3,14,18,W
MIL,Away,DET,240,107,44,88,50,9,25,36,10,15,66.7,5,32,37,33,8,10,11,19,W
MIL,Away,CLE,240,114,40,94,42.6,12,41,29.3,22,28,78.6,14,39,53,26,9,6,11,17,W
MIL,Away,IND,240,97,38,91,41.8,11,43,25.6,10,15,66.7,9,34,43,22,6,6,13,18,L
MIL,Home,CLE,240,108,42,96,43.8,15,36,41.7,9,11,81.8,12,46,58,22,4,4,14,24,W
MIL,Away,TOR,240,104,36,87,41.4,15,39,38.5,17,20,85,9,36,45,22,6,7,13,13,W
MIL,Home,GSW,240,95,36,92,39.1,7,39,17.9,16,23,69.6,15,39,54,18,10,3,19,21,L
MIL,Home,DET,240,115,38,82,46.3,14,41,34.1,25,30,83.3,4,42,46,25,13,4,16,21,W
MIL,Away,NYK,265,134,46,94,48.9,18,42,42.9,24,31,77.4,10,41,51,28,11,4,17,25,L
MIL,Home,CHI,240,116,43,87,49.4,12,35,34.3,18,24,75,8,40,48,29,6,8,12,23,W
MIL,Away,CHA,240,107,37,90,41.1,16,46,34.8,17,21,81,10,38,48,25,7,5,16,22,L
MIL,Home,SAS,240,135,49,86,57,15,40,37.5,22,29,75.9,6,35,41,30,7,3,13,22,W
MIL,Home,PHX,240,114,42,87,48.3,10,44,22.7,20,30,66.7,7,36,43,30,6,7,14,17,L
MIL,Home,POR,240,143,57,108,52.8,15,45,33.3,14,17,82.4,13,46,59,34,8,2,14,23,W
MIL,Home,DEN,240,104,40,88,45.5,11,36,30.6,13,22,59.1,13,38,51,21,8,3,18,16,W
